truetime,L,R,B,D,C
2.8850000000,15.5601090606,115.5601090606,84.4398909394,0.0000000000,0.0000000000
2.8900000000,15.5546631566,115.5546631566,84.4453368434,0.0000000000,0.0000000000
2.8950000000,15.5492582439,115.5492582439,84.4507417561,0.0000000000,0.0000000000
2.9000000000,15.5438940110,115.5438940110,84.4561059890,0.0000000000,0.0000000000
2.9050000000,15.5385701490,115.5385701490,84.4614298510,0.0000000000,0.0000000000
2.9100000000,15.5332863512,115.5332863512,84.4667136488,0.0000000000,0.0000000000
2.9150000000,15.5280423133,115.5280423133,84.4719576867,0.0000000000,0.0000000000
2.9200000000,15.5228377334,115.5228377334,84.4771622666,0.0000000000,0.0000000000
2.9250000000,15.5176723119,115.5176723119,84.4823276881,0.0000000000,0.0000000000
2.9300000000,15.5125457515,115.5125457515,84.4874542485,0.0000000000,0.0000000000
2.9350000000,15.5074577574,115.5074577574,84.4925422426,0.0000000000,0.0000000000
2.9400000000,15.5024080367,115.5024080367,84.4975919633,0.0000000000,0.0000000000
2.9450000000,15.4973962990,115.4973962990,84.5026037010,0.0000000000,0.0000000000
2.9500000000,15.4924222562,115.4924222562,84.5075777438,0.0000000000,0.0000000000
2.9550000000,15.4874856222,115.4874856222,84.5125143778,0.0000000000,0.0000000000
2.9600000000,15.4825861134,115.4825861134,84.5174138866,0.0000000000,0.0000000000
2.9650000000,15.4777234481,115.4777234481,84.5222765519,0.0000000000,0.0000000000
2.9700000000,15.4728973469,115.4728973469,84.5271026531,0.0000000000,0.0000000000
2.9750000000,15.4681075326,115.4681075326,84.5318924674,0.0000000000,0.0000000000
2.9800000000,15.4633537301,115.4633537301,84.5366462699,0.0000000000,0.0000000000
2.9850000000,15.4586356664,115.4586356664,84.5413643336,0.0000000000,0.0000000000
2.9900000000,15.4539530705,115.4539530705,84.5460469295,0.0000000000,0.0000000000
2.9950000000,15.4493056737,115.4493056737,84.5506943263,0.0000000000,0.0000000000
3.0000000000,15.4446932093,115.4446932093,84.5553067907,0.0000000000,0.0000000000
3.0050000000,15.4401154125,115.4401154125,84.5598845875,0.0000000000,0.0000000000
3.0100000000,15.4355720207,115.4355720207,84.5644279793,0.0000000000,0.0000000000
3.0150000000,15.4310627733,115.4310627733,84.5689372267,0.0000000000,0.0000000000
3.0200000000,15.4265874117,115.4265874117,84.5734125883,0.0000000000,0.0000000000
3.0250000000,15.4221456793,115.4221456793,84.5778543207,0.0000000000,0.0000000000
3.0300000000,15.4177373213,115.4177373213,84.5822626787,0.0000000000,0.0000000000
3.0350000000,15.4133620851,115.4133620851,84.5866379149,0.0000000000,0.0000000000
3.0400000000,15.4090197199,115.4090197199,84.5909802801,0.0000000000,0.0000000000
3.0450000000,15.4047099770,115.4047099770,84.5952900230,0.0000000000,0.0000000000
3.0500000000,15.4004326093,115.4004326093,84.5995673907,0.0000000000,0.0000000000
3.0550000000,15.3961873718,115.3961873718,84.6038126282,0.0000000000,0.0000000000
3.0600000000,15.3919740215,115.3919740215,84.6080259785,0.0000000000,0.0000000000
3.0650000000,15.3877923170,115.3877923170,84.6122076830,0.0000000000,0.0000000000
3.0700000000,15.3836420190,115.3836420190,84.6163579810,0.0000000000,0.0000000000
3.0750000000,15.3795228897,115.3795228897,84.6204771103,0.0000000000,0.0000000000
3.0800000000,15.3754346936,115.3754346936,84.6245653064,0.0000000000,0.0000000000
3.0850000000,15.3713771965,115.3713771965,84.6286228035,0.0000000000,0.0000000000
3.0900000000,15.3673501664,115.3673501664,84.6326498336,0.0000000000,0.0000000000
3.0950000000,15.3633533729,115.3633533729,84.6366466271,0.0000000000,0.0000000000
3.1000000000,15.3593865874,115.3593865874,84.6406134126,0.0000000000,0.0000000000
3.1050000000,15.3554495829,115.3554495829,84.6445504171,0.0000000000,0.0000000000
3.1100000000,15.3515421344,115.3515421344,84.6484578656,0.0000000000,0.0000000000
3.1150000000,15.3476640185,115.3476640185,84.6523359815,0.0000000000,0.0000000000
3.1200000000,15.3438150135,115.3438150135,84.6561849865,0.0000000000,0.0000000000
3.1250000000,15.3399948994,115.3399948994,84.6600051006,0.0000000000,0.0000000000
3.1300000000,15.3362034579,115.3362034579,84.6637965421,0.0000000000,0.0000000000
3.1350000000,15.3324404723,115.3324404723,84.6675595277,0.0000000000,0.0000000000
3.1400000000,15.3287057277,115.3287057277,84.6712942723,0.0000000000,0.0000000000
3.1450000000,15.3249990108,115.3249990108,84.6750009892,0.0000000000,0.0000000000
3.1500000000,15.3213201099,115.3213201099,84.6786798902,0.0000000000,0.0000000000
3.1550000000,15.3176688148,115.3176688148,84.6823311852,0.0000000000,0.0000000000
3.1600000000,15.3140449171,115.3140449171,84.6859550829,0.0000000000,0.0000000000
3.1650000000,15.3104482099,115.3104482099,84.6895517901,0.0000000000,0.0000000000
3.1700000000,15.3068784879,115.3068784879,84.6931215121,0.0000000000,0.0000000000
3.1750000000,15.3033355475,115.3033355475,84.6966644525,0.0000000000,0.0000000000
3.1800000000,15.2998191863,115.2998191863,84.7001808137,0.0000000000,0.0000000000
3.1850000000,15.2963292039,115.2963292039,84.7036707961,0.0000000000,0.0000000000
3.1900000000,15.2928654011,115.2928654011,84.7071345989,0.0000000000,0.0000000000
3.1950000000,15.2894275803,115.2894275803,84.7105724197,0.0000000000,0.0000000000
3.2000000000,15.2860155454,115.2860155454,84.7139844546,0.0000000000,0.0000000000
3.2050000000,15.2826291020,115.2826291020,84.7173708980,0.0000000000,0.0000000000
3.2100000000,15.2792680569,115.2792680569,84.7207319431,0.0000000000,0.0000000000
3.2150000000,15.2759322184,115.2759322184,84.7240677816,0.0000000000,0.0000000000
3.2200000000,15.2726213966,115.2726213966,84.7273786034,0.0000000000,0.0000000000
3.2250000000,15.2693354026,115.2693354026,84.7306645974,0.0000000000,0.0000000000
3.2300000000,15.2660740492,115.2660740492,84.7339259508,0.0000000000,0.0000000000
3.2350000000,15.2628371506,115.2628371506,84.7371628494,0.0000000000,0.0000000000
3.2400000000,15.2596245224,115.2596245224,84.7403754776,0.0000000000,0.0000000000
3.2450000000,15.2564359815,115.2564359815,84.7435640185,0.0000000000,0.0000000000
3.2500000000,15.2532713464,115.2532713464,84.7467286536,0.0000000000,0.0000000000
3.2550000000,15.2501304368,115.2501304368,84.7498695632,0.0000000000,0.0000000000
3.2600000000,15.2470130740,115.2470130740,84.7529869261,0.0000000000,0.0000000000
3.2650000000,15.2439190803,115.2439190803,84.7560809198,0.0000000000,0.0000000000
3.2700000000,15.2408482796,115.2408482796,84.7591517204,0.0000000000,0.0000000000
3.2750000000,15.2378004972,115.2378004972,84.7621995028,0.0000000000,0.0000000000
3.2800000000,15.2347755596,115.2347755596,84.7652244404,0.0000000000,0.0000000000
3.2850000000,15.2317732947,115.2317732947,84.7682267053,0.0000000000,0.0000000000
3.2900000000,15.2287935316,115.2287935316,84.7712064684,0.0000000000,0.0000000000
3.2950000000,15.2258361008,115.2258361008,84.7741638992,0.0000000000,0.0000000000
3.3000000000,15.2229008340,115.2229008340,84.7770991660,0.0000000000,0.0000000000
3.3050000000,15.2199875644,115.2199875644,84.7800124356,0.0000000000,0.0000000000
3.3100000000,15.2170961261,115.2170961261,84.7829038739,0.0000000000,0.0000000000
3.3150000000,15.2142263548,115.2142263548,84.7857736452,0.0000000000,0.0000000000
3.3200000000,15.2113780873,115.2113780873,84.7886219127,0.0000000000,0.0000000000
3.3250000000,15.2085511617,115.2085511617,84.7914488384,0.0000000000,0.0000000000
3.3300000000,15.2057454172,115.2057454172,84.7942545829,0.0000000000,0.0000000000
3.3350000000,15.2029606943,115.2029606943,84.7970393057,0.0000000000,0.0000000000
3.3400000000,15.2001968349,115.2001968349,84.7998031651,0.0000000000,0.0000000000
3.3450000000,15.1974536818,115.1974536818,84.8025463182,0.0000000000,0.0000000000
3.3500000000,15.1947310791,115.1947310791,84.8052689209,0.0000000000,0.0000000000
3.3550000000,15.1920288722,115.1920288722,84.8079711278,0.0000000000,0.0000000000
3.3600000000,15.1893469075,115.1893469075,84.8106530925,0.0000000000,0.0000000000
3.3650000000,15.1866850328,115.1866850328,84.8133149672,0.0000000000,0.0000000000
3.3700000000,15.1840430967,115.1840430967,84.8159569033,0.0000000000,0.0000000000
3.3750000000,15.1814209493,115.1814209493,84.8185790507,0.0000000000,0.0000000000
3.3800000000,15.1788184417,115.1788184417,84.8211815583,0.0000000000,0.0000000000
3.3850000000,15.1762354260,115.1762354260,84.8237645740,0.0000000000,0.0000000000
3.3900000000,15.1736717557,115.1736717557,84.8263282443,0.0000000000,0.0000000000
3.3950000000,15.1711272852,115.1711272852,84.8288727149,0.0000000000,0.0000000000
3.4000000000,15.1686018700,115.1686018700,84.8313981300,0.0000000000,0.0000000000
3.4050000000,15.1660953668,115.1660953668,84.8339046332,0.0000000000,0.0000000000
3.4100000000,15.1636076335,115.1636076335,84.8363923665,0.0000000000,0.0000000000
3.4150000000,15.1611385287,115.1611385287,84.8388614713,0.0000000000,0.0000000000
3.4200000000,15.1586879125,115.1586879125,84.8413120875,0.0000000000,0.0000000000
3.4250000000,15.1562556457,115.1562556457,84.8437443543,0.0000000000,0.0000000000
3.4300000000,15.1538415904,115.1538415904,84.8461584096,0.0000000000,0.0000000000
3.4350000000,15.1514456096,115.1514456096,84.8485543904,0.0000000000,0.0000000000
3.4400000000,15.1490675675,115.1490675675,84.8509324325,0.0000000000,0.0000000000
3.4450000000,15.1467073292,115.1467073292,84.8532926708,0.0000000000,0.0000000000
3.4500000000,15.1443647608,115.1443647608,84.8556352392,0.0000000000,0.0000000000
3.4550000000,15.1420397296,115.1420397296,84.8579602704,0.0000000000,0.0000000000
3.4600000000,15.1397321036,115.1397321036,84.8602678964,0.0000000000,0.0000000000
3.4650000000,15.1374417521,115.1374417521,84.8625582479,0.0000000000,0.0000000000
3.4700000000,15.1351685452,115.1351685452,84.8648314548,0.0000000000,0.0000000000
3.4750000000,15.1329123541,115.1329123541,84.8670876459,0.0000000000,0.0000000000
3.4800000000,15.1306730508,115.1306730508,84.8693269492,0.0000000000,0.0000000000
3.4850000000,15.1284505086,115.1284505086,84.8715494914,0.0000000000,0.0000000000
3.4900000000,15.1262446014,115.1262446014,84.8737553986,0.0000000000,0.0000000000
3.4950000000,15.1240552043,115.1240552043,84.8759447957,0.0000000000,0.0000000000
3.5000000000,15.1218821932,115.1218821932,84.8781178068,0.0000000000,0.0000000000
3.5050000000,15.1197254450,115.1197254450,84.8802745550,0.0000000000,0.0000000000
3.5100000000,15.1175848375,115.1175848375,84.8824151625,0.0000000000,0.0000000000
3.5150000000,15.1154602496,115.1154602496,84.8845397504,0.0000000000,0.0000000000
3.5200000000,15.1133515607,115.1133515607,84.8866484393,0.0000000000,0.0000000000
3.5250000000,15.1112586516,115.1112586516,84.8887413484,0.0000000000,0.0000000000
3.5300000000,15.1091814038,115.1091814038,84.8908185962,0.0000000000,0.0000000000
3.5350000000,15.1071196995,115.1071196995,84.8928803005,0.0000000000,0.0000000000
3.5400000000,15.1050734220,115.1050734220,84.8949265780,0.0000000000,0.0000000000
3.5450000000,15.1030424556,115.1030424556,84.8969575444,0.0000000000,0.0000000000
3.5500000000,15.1010266852,115.1010266853,84.8989733148,0.0000000000,0.0000000000
3.5550000000,15.0990259968,115.0990259968,84.9009740032,0.0000000000,0.0000000000
3.5600000000,15.0970402771,115.0970402771,84.9029597229,0.0000000000,0.0000000000
3.5650000000,15.0950694137,115.0950694137,84.9049305863,0.0000000000,0.0000000000
3.5700000000,15.0931132950,115.0931132950,84.9068867050,0.0000000000,0.0000000000
3.5750000000,15.0911718105,115.0911718105,84.9088281895,0.0000000000,0.0000000000
3.5800000000,15.0892448502,115.0892448502,84.9107551499,0.0000000000,0.0000000000
3.5850000000,15.0873323050,115.0873323050,84.9126676950,0.0000000000,0.0000000000
3.5900000000,15.0854340670,115.0854340670,84.9145659330,0.0000000000,0.0000000000
3.5950000000,15.0835500285,115.0835500285,84.9164499715,0.0000000000,0.0000000000
3.6000000000,15.0816800831,115.0816800831,84.9183199169,0.0000000000,0.0000000000
3.6050000000,15.0798241250,115.0798241250,84.9201758750,0.0000000000,0.0000000000
3.6100000000,15.0779820492,115.0779820492,84.9220179508,0.0000000000,0.0000000000
3.6150000000,15.0761537515,115.0761537515,84.9238462485,0.0000000000,0.0000000000
3.6200000000,15.0743391286,115.0743391286,84.9256608714,0.0000000000,0.0000000000
3.6250000000,15.0725380779,115.0725380779,84.9274619221,0.0000000000,0.0000000000
3.6300000000,15.0707504975,115.0707504975,84.9292495026,0.0000000000,0.0000000000
3.6350000000,15.0689762863,115.0689762863,84.9310237137,0.0000000000,0.0000000000
3.6400000000,15.0672153441,115.0672153441,84.9327846559,0.0000000000,0.0000000000
3.6450000000,15.0654675713,115.0654675713,84.9345324287,0.0000000000,0.0000000000
3.6500000000,15.0637328691,115.0637328691,84.9362671309,0.0000000000,0.0000000000
3.6550000000,15.0620111395,115.0620111395,84.9379888605,0.0000000000,0.0000000000
3.6600000000,15.0603022852,115.0603022852,84.9396977148,0.0000000000,0.0000000000
3.6650000000,15.0586062095,115.0586062095,84.9413937905,0.0000000000,0.0000000000
3.6700000000,15.0569228167,115.0569228167,84.9430771833,0.0000000000,0.0000000000
3.6750000000,15.0552520117,115.0552520117,84.9447479883,0.0000000000,0.0000000000
3.6800000000,15.0535936999,115.0535936999,84.9464063001,0.0000000000,0.0000000000
3.6850000000,15.0519477878,115.0519477878,84.9480522122,0.0000000000,0.0000000000
3.6900000000,15.0503141824,115.0503141824,84.9496858176,0.0000000000,0.0000000000
3.6950000000,15.0486927913,115.0486927913,84.9513072087,0.0000000000,0.0000000000
3.7000000000,15.0470835230,115.0470835230,84.9529164770,0.0000000000,0.0000000000
3.7050000000,15.0454862866,115.0454862866,84.9545137134,0.0000000000,0.0000000000
3.7100000000,15.0439009918,115.0439009918,84.9560990082,0.0000000000,0.0000000000
3.7150000000,15.0423275492,115.0423275492,84.9576724508,0.0000000000,0.0000000000
3.7200000000,15.0407658699,115.0407658699,84.9592341301,0.0000000000,0.0000000000
3.7250000000,15.0392158657,115.0392158657,84.9607841343,0.0000000000,0.0000000000
3.7300000000,15.0376774491,115.0376774491,84.9623225509,0.0000000000,0.0000000000
3.7350000000,15.0361505332,115.0361505332,84.9638494668,0.0000000000,0.0000000000
3.7400000000,15.0346350318,115.0346350318,84.9653649682,0.0000000000,0.0000000000
3.7450000000,15.0331308593,115.0331308593,84.9668691407,0.0000000000,0.0000000000
3.7500000000,15.0316379309,115.0316379309,84.9683620691,0.0000000000,0.0000000000
3.7550000000,15.0301561623,115.0301561623,84.9698438377,0.0000000000,0.0000000000
3.7600000000,15.0286854698,115.0286854698,84.9713145302,0.0000000000,0.0000000000
3.7650000000,15.0272257704,115.0272257704,84.9727742296,0.0000000000,0.0000000000
3.7700000000,15.0257769817,115.0257769817,84.9742230183,0.0000000000,0.0000000000
3.7750000000,15.0243390221,115.0243390221,84.9756609779,0.0000000000,0.0000000000
3.7800000000,15.0229118102,115.0229118102,84.9770881898,0.0000000000,0.0000000000
3.7850000000,15.0214952657,115.0214952657,84.9785047343,0.0000000000,0.0000000000
3.7900000000,15.0200893085,115.0200893085,84.9799106915,0.0000000000,0.0000000000
3.7950000000,15.0186938593,115.0186938593,84.9813061407,0.0000000000,0.0000000000
3.8000000000,15.0173088395,115.0173088395,84.9826911605,0.0000000000,0.0000000000
3.8050000000,15.0159341708,115.0159341708,84.9840658292,0.0000000000,0.0000000000
3.8100000000,15.0145697758,115.0145697758,84.9854302242,0.0000000000,0.0000000000
3.8150000000,15.0132155774,115.0132155774,84.9867844226,0.0000000000,0.0000000000
3.8200000000,15.0118714993,115.0118714993,84.9881285007,0.0000000000,0.0000000000
3.8250000000,15.0105374657,115.0105374657,84.9894625343,0.0000000000,0.0000000000
3.8300000000,15.0092134012,115.0092134012,84.9907865988,0.0000000000,0.0000000000
3.8350000000,15.0078992314,115.0078992314,84.9921007686,0.0000000000,0.0000000000
3.8400000000,15.0065948819,115.0065948819,84.9934051181,0.0000000000,0.0000000000
3.8450000000,15.0053002794,115.0053002794,84.9946997206,0.0000000000,0.0000000000
3.8500000000,15.0040153507,115.0040153507,84.9959846493,0.0000000000,0.0000000000
3.8550000000,15.0027400234,115.0027400234,84.9972599766,0.0000000000,0.0000000000
3.8600000000,15.0014742257,115.0014742257,84.9985257743,0.0000000000,0.0000000000
3.8650000000,15.0002178861,115.0002178861,84.9997821139,0.0000000000,0.0000000000
3.8700000000,14.9989709339,114.9989709339,85.0010290661,0.0000000000,0.0000000000
3.8750000000,14.9977332987,114.9977332987,85.0022667013,0.0000000000,0.0000000000
3.8800000000,14.9965049107,114.9965049107,85.0034950893,0.0000000000,0.0000000000
3.8850000000,14.9952857008,114.9952857008,85.0047142992,0.0000000000,0.0000000000
3.8900000000,14.9940756002,114.9940756002,85.0059243998,0.0000000000,0.0000000000
3.8950000000,14.9928745406,114.9928745406,85.0071254594,0.0000000000,0.0000000000
3.9000000000,14.9916824545,114.9916824545,85.0083175455,0.0000000000,0.0000000000
3.9050000000,14.9904992746,114.9904992746,85.0095007254,0.0000000000,0.0000000000
3.9100000000,14.9893249342,114.9893249342,85.0106750658,0.0000000000,0.0000000000
3.9150000000,14.9881593672,114.9881593672,85.0118406328,0.0000000000,0.0000000000
3.9200000000,14.9870025079,114.9870025079,85.0129974921,0.0000000000,0.0000000000
3.9250000000,14.9858542910,114.9858542910,85.0141457090,0.0000000000,0.0000000000
3.9300000000,14.9847146520,114.9847146520,85.0152853480,0.0000000000,0.0000000000
3.9350000000,14.9835835266,114.9835835266,85.0164164734,0.0000000000,0.0000000000
3.9400000000,14.9824608510,114.9824608510,85.0175391490,0.0000000000,0.0000000000
3.9450000000,14.9813465620,114.9813465620,85.0186534380,0.0000000000,0.0000000000
3.9500000000,14.9802405969,114.9802405969,85.0197594031,0.0000000000,0.0000000000
3.9550000000,14.9791428934,114.9791428934,85.0208571066,0.0000000000,0.0000000000
3.9600000000,14.9780533895,114.9780533895,85.0219466105,0.0000000000,0.0000000000
3.9650000000,14.9769720240,114.9769720240,85.0230279760,0.0000000000,0.0000000000
3.9700000000,14.9758987359,114.9758987359,85.0241012641,0.0000000000,0.0000000000
3.9750000000,14.9748334648,114.9748334648,85.0251665352,0.0000000000,0.0000000000
3.9800000000,14.9737761506,114.9737761506,85.0262238494,0.0000000000,0.0000000000
3.9850000000,14.9727267340,114.9727267340,85.0272732660,0.0000000000,0.0000000000
3.9900000000,14.9716851556,114.9716851556,85.0283148444,0.0000000000,0.0000000000
3.9950000000,14.9706513570,114.9706513570,85.0293486430,0.0000000000,0.0000000000
4.0000000000,14.9696252798,114.9696252798,85.0303747202,0.0000000000,0.0000000000
4.0050000000,14.9686068663,114.9686068663,85.0313931337,0.0000000000,0.0000000000
4.0100000000,14.9675960592,114.9675960592,85.0324039408,0.0000000000,0.0000000000
4.0150000000,14.9665928015,114.9665928015,85.0334071985,0.0000000000,0.0000000000
4.0200000000,14.9655970368,114.9655970368,85.0344029632,0.0000000000,0.0000000000
4.0250000000,14.9646087090,114.9646087090,85.0353912910,0.0000000000,0.0000000000
4.0300000000,14.9636277625,114.9636277625,85.0363722375,0.0000000000,0.0000000000
4.0350000000,14.9626541420,114.9626541420,85.0373458581,0.0000000000,0.0000000000
4.0400000000,14.9616877927,114.9616877927,85.0383122073,0.0000000000,0.0000000000
4.0450000000,14.9607286602,114.9607286602,85.0392713398,0.0000000000,0.0000000000
4.0500000000,14.9597766906,114.9597766906,85.0402233094,0.0000000000,0.0000000000
4.0550000000,14.9588318303,114.9588318303,85.0411681697,0.0000000000,0.0000000000
4.0600000000,14.9578940260,114.9578940260,85.0421059740,0.0000000000,0.0000000000
4.0650000000,14.9569632251,114.9569632251,85.0430367749,0.0000000000,0.0000000000
4.0700000000,14.9560393750,114.9560393750,85.0439606250,0.0000000000,0.0000000000
4.0750000000,14.9551224239,114.9551224239,85.0448775761,0.0000000000,0.0000000000
4.0800000000,14.9542123201,114.9542123201,85.0457876799,0.0000000000,0.0000000000
4.0850000000,14.9533090125,114.9533090125,85.0466909875,0.0000000000,0.0000000000
4.0900000000,14.9524124501,114.9524124501,85.0475875499,0.0000000000,0.0000000000
4.0950000000,14.9515225825,114.9515225825,85.0484774175,0.0000000000,0.0000000000
4.1000000000,14.9506393597,114.9506393597,85.0493606403,0.0000000000,0.0000000000
4.1050000000,14.9497627320,114.9497627320,85.0502372681,0.0000000000,0.0000000000
4.1100000000,14.9488926500,114.9488926500,85.0511073500,0.0000000000,0.0000000000
4.1150000000,14.9480290648,114.9480290648,85.0519709353,0.0000000000,0.0000000000
4.1200000000,14.9471719278,114.9471719278,85.0528280723,0.0000000000,0.0000000000
4.1250000000,14.9463211907,114.9463211907,85.0536788093,0.0000000000,0.0000000000
4.1300000000,14.9454768059,114.9454768059,85.0545231941,0.0000000000,0.0000000000
4.1350000000,14.9446387256,114.9446387256,85.0553612744,0.0000000000,0.0000000000
4.1400000000,14.9438069028,114.9438069028,85.0561930972,0.0000000000,0.0000000000
4.1450000000,14.9429812908,114.9429812908,85.0570187092,0.0000000000,0.0000000000
4.1500000000,14.9421618429,114.9421618429,85.0578381571,0.0000000000,0.0000000000
4.1550000000,14.9413485133,114.9413485133,85.0586514867,0.0000000000,0.0000000000
4.1600000000,14.9405412560,114.9405412560,85.0594587440,0.0000000000,0.0000000000
4.1650000000,14.9397400258,114.9397400258,85.0602599742,0.0000000000,0.0000000000
4.1700000000,14.9389447776,114.9389447776,85.0610552224,0.0000000000,0.0000000000
4.1750000000,14.9381554665,114.9381554665,85.0618445335,0.0000000000,0.0000000000
4.1800000000,14.9373720484,114.9373720484,85.0626279516,0.0000000000,0.0000000000
4.1850000000,14.9365944790,114.9365944790,85.0634055210,0.0000000000,0.0000000000
4.1900000000,14.9358227146,114.9358227146,85.0641772854,0.0000000000,0.0000000000
4.1950000000,14.9350567120,114.9350567120,85.0649432880,0.0000000000,0.0000000000
4.2000000000,14.9342964279,114.9342964279,85.0657035721,0.0000000000,0.0000000000
4.2050000000,14.9335418196,114.9335418196,85.0664581804,0.0000000000,0.0000000000
4.2100000000,14.9327928448,114.9327928448,85.0672071552,0.0000000000,0.0000000000
4.2150000000,14.9320494613,114.9320494613,85.0679505387,0.0000000000,0.0000000000
4.2200000000,14.9313116273,114.9313116273,85.0686883727,0.0000000000,0.0000000000
4.2250000000,14.9305793013,114.9305793013,85.0694206987,0.0000000000,0.0000000000
4.2300000000,14.9298524422,114.9298524422,85.0701475578,0.0000000000,0.0000000000
4.2350000000,14.9291310090,114.9291310090,85.0708689910,0.0000000000,0.0000000000
4.2400000000,14.9284149613,114.9284149613,85.0715850387,0.0000000000,0.0000000000
4.2450000000,14.9277042588,114.9277042588,85.0722957412,0.0000000000,0.0000000000
4.2500000000,14.9269988615,114.9269988615,85.0730011385,0.0000000000,0.0000000000
4.2550000000,14.9262987298,114.9262987298,85.0737012702,0.0000000000,0.0000000000
4.2600000000,14.9256038243,114.9256038243,85.0743961757,0.0000000000,0.0000000000
4.2650000000,14.9249141060,114.9249141060,85.0750858940,0.0000000000,0.0000000000
4.2700000000,14.9242295361,114.9242295361,85.0757704639,0.0000000000,0.0000000000
4.2750000000,14.9235500761,114.9235500761,85.0764499239,0.0000000000,0.0000000000
4.2800000000,14.9228756878,114.9228756878,85.0771243122,0.0000000000,0.0000000000
4.2850000000,14.9222063333,114.9222063333,85.0777936667,0.0000000000,0.0000000000
4.2900000000,14.9215419751,114.9215419751,85.0784580249,0.0000000000,0.0000000000
4.2950000000,14.9208825757,114.9208825757,85.0791174243,0.0000000000,0.0000000000
4.3000000000,14.9202280982,114.9202280982,85.0797719018,0.0000000000,0.0000000000
4.3050000000,14.9195785057,114.9195785057,85.0804214943,0.0000000000,0.0000000000
4.3100000000,14.9189337617,114.9189337617,85.0810662383,0.0000000000,0.0000000000
4.3150000000,14.9182938301,114.9182938301,85.0817061699,0.0000000000,0.0000000000
4.3200000000,14.9176586748,114.9176586748,85.0823413252,0.0000000000,0.0000000000
4.3250000000,14.9170282601,114.9170282601,85.0829717399,0.0000000000,0.0000000000
4.3300000000,14.9164025507,114.9164025507,85.0835974493,0.0000000000,0.0000000000
4.3350000000,14.9157815113,114.9157815113,85.0842184887,0.0000000000,0.0000000000
4.3400000000,14.9151651071,114.9151651071,85.0848348929,0.0000000000,0.0000000000
4.3450000000,14.9145533035,114.9145533035,85.0854466965,0.0000000000,0.0000000000
4.3500000000,14.9139460660,114.9139460660,85.0860539340,0.0000000000,0.0000000000
4.3550000000,14.9133433607,114.9133433607,85.0866566394,0.0000000000,0.0000000000
4.3600000000,14.9127451535,114.9127451535,85.0872548465,0.0000000000,0.0000000000
4.3650000000,14.9121514108,114.9121514108,85.0878485892,0.0000000000,0.0000000000
4.3700000000,14.9115620995,114.9115620995,85.0884379005,0.0000000000,0.0000000000
4.3750000000,14.9109771862,114.9109771862,85.0890228138,0.0000000000,0.0000000000
4.3800000000,14.9103966383,114.9103966383,85.0896033617,0.0000000000,0.0000000000
4.3850000000,14.9098204230,114.9098204230,85.0901795770,0.0000000000,0.0000000000
4.3900000000,14.9092485079,114.9092485079,85.0907514921,0.0000000000,0.0000000000
4.3950000000,14.9086808611,114.9086808611,85.0913191389,0.0000000000,0.0000000000
4.4000000000,14.9081174505,114.9081174505,85.0918825495,0.0000000000,0.0000000000
4.4050000000,14.9075582446,114.9075582446,85.0924417554,0.0000000000,0.0000000000
4.4100000000,14.9070032119,114.9070032119,85.0929967881,0.0000000000,0.0000000000
4.4150000000,14.9064523212,114.9064523212,85.0935476788,0.0000000000,0.0000000000
4.4200000000,14.9059055417,114.9059055417,85.0940944583,0.0000000000,0.0000000000
4.4250000000,14.9053628425,114.9053628425,85.0946371575,0.0000000000,0.0000000000
4.4300000000,14.9048241933,114.9048241933,85.0951758067,0.0000000000,0.0000000000
4.4350000000,14.9042895637,114.9042895637,85.0957104363,0.0000000000,0.0000000000
4.4400000000,14.9037589238,114.9037589238,85.0962410762,0.0000000000,0.0000000000
4.4450000000,14.9032322437,114.9032322437,85.0967677563,0.0000000000,0.0000000000
4.4500000000,14.9027094939,114.9027094939,85.0972905061,0.0000000000,0.0000000000
4.4550000000,14.9021906450,114.9021906450,85.0978093550,0.0000000000,0.0000000000
4.4600000000,14.9016756679,114.9016756679,85.0983243321,0.0000000000,0.0000000000
4.4650000000,14.9011645336,114.9011645336,85.0988354664,0.0000000000,0.0000000000
4.4700000000,14.9006572135,114.9006572135,85.0993427865,0.0000000000,0.0000000000
4.4750000000,14.9001536791,114.9001536791,85.0998463209,0.0000000000,0.0000000000
4.4800000000,14.8996539020,114.8996539020,85.1003460980,0.0000000000,0.0000000000
4.4850000000,14.8991578543,114.8991578543,85.1008421457,0.0000000000,0.0000000000
4.4900000000,14.8986655080,114.8986655080,85.1013344920,0.0000000000,0.0000000000
4.4950000000,14.8981768356,114.8981768356,85.1018231644,0.0000000000,0.0000000000
4.5000000000,14.8976918096,114.8976918096,85.1023081904,0.0000000000,0.0000000000
4.5050000000,14.8972104027,114.8972104027,85.1027895973,0.0000000000,0.0000000000
4.5100000000,14.8967325880,114.8967325880,85.1032674120,0.0000000000,0.0000000000
4.5150000000,14.8962583386,114.8962583386,85.1037416614,0.0000000000,0.0000000000
4.5200000000,14.8957876279,114.8957876279,85.1042123721,0.0000000000,0.0000000000
4.5250000000,14.8953204294,114.8953204294,85.1046795706,0.0000000000,0.0000000000
4.5300000000,14.8948567169,114.8948567169,85.1051432831,0.0000000000,0.0000000000
4.5350000000,14.8943964645,114.8943964645,85.1056035355,0.0000000000,0.0000000000
4.5400000000,14.8939396462,114.8939396462,85.1060603538,0.0000000000,0.0000000000
4.5450000000,14.8934862364,114.8934862364,85.1065137636,0.0000000000,0.0000000000
