-14.4481,-8.33785,0,0,0,0,0,0,0,0,0,0,0,0,
-14.4481,-1.00367,0,0,0,0,0,0,0,0,0,0,0,0,
-14.4481,0.325644,0,0,0,0,0,0,0,0,0,0,0,0,
-14.4187,-8.30118,0,0,0,0,0,0,0,0,0,0,0,0,
-14.4187,-1.00367,0,0,0,0,0,0,0,0,0,0,0,0,
-14.4187,0.334811,0,0,0,0,0,0,0,0,0,0,0,0,
-14.3894,-8.2645,0,0,0,0,0,0,0,0,0,0,0,0,
-14.3894,-1.01284,0,0,0,0,0,0,0,0,0,0,0,0,
-14.3894,0.334811,0,0,0,0,0,0,0,0,0,0,0,0,
-14.36,-8.237,0,0,0,0,0,0,0,0,0,0,0,0,
-14.36,-1.01284,0,0,0,0,0,0,0,0,0,0,0,0,
-14.36,0.334811,0,0,0,0,0,0,0,0,0,0,0,0,
-14.3307,-8.20033,0,0,0,0,0,0,0,0,0,0,0,0,
-14.3307,-1.02201,0,0,0,0,0,0,0,0,0,0,0,0,
-14.3307,0.334811,0,0,0,0,0,0,0,0,0,0,0,0,
-14.3014,-8.16366,0,0,0,0,0,0,0,0,0,0,0,0,
-14.3014,-1.02201,0,0,0,0,0,0,0,0,0,0,0,0,
-14.3014,0.334811,0,0,0,0,0,0,0,0,0,0,0,0,
-14.272,-8.13616,0,0,0,0,0,0,0,0,0,0,0,0,
-14.272,-1.03118,0,0,0,0,0,0,0,0,0,0,0,0,
-14.272,0.334811,0,0,0,0,0,0,0,0,0,0,0,0,
-14.2427,-8.09949,0,0,0,0,0,0,0,0,0,0,0,0,
-14.2427,-1.03118,0,0,0,0,0,0,0,0,0,0,0,0,
-14.2427,0.334811,0,0,0,0,0,0,0,0,0,0,0,0,
-14.2134,-8.06281,0,0,0,0,0,0,0,0,0,0,0,0,
-14.2134,-1.04035,0,0,0,0,0,0,0,0,0,0,0,0,
-14.2134,0.334811,0,0,0,0,0,0,0,0,0,0,0,0,
-14.184,-8.03531,0,0,0,0,0,0,0,0,0,0,0,0,
-14.184,-1.04035,0,0,0,0,0,0,0,0,0,0,0,0,
-14.184,0.334811,0,0,0,0,0,0,0,0,0,0,0,0,
-14.1547,-7.99864,0,0,0,0,0,0,0,0,0,0,0,0,
-14.1547,-1.04035,0,0,0,0,0,0,0,0,0,0,0,0,
-14.1547,0.334811,0,0,0,0,0,0,0,0,0,0,0,0,
-14.1254,-7.96197,0,0,0,0,0,0,0,0,0,0,0,0,
-14.1254,-1.04951,0,0,0,0,0,0,0,0,0,0,0,0,
-14.1254,0.334811,0,0,0,0,0,0,0,0,0,0,0,0,
-14.096,-7.9253,0,0,0,0,0,0,0,0,0,0,0,0,
-14.096,-1.04951,0,0,0,0,0,0,0,0,0,0,0,0,
-14.096,0.334811,0,0,0,0,0,0,0,0,0,0,0,0,
-14.0667,-7.8978,0,0,0,0,0,0,0,0,0,0,0,0,
-14.0667,-1.05868,0,0,0,0,0,0,0,0,0,0,0,0,
-14.0667,0.334811,0,0,0,0,0,0,0,0,0,0,0,0,
-14.0373,-7.86113,0,0,0,0,0,0,0,0,0,0,0,0,
-14.0373,-1.05868,0,0,0,0,0,0,0,0,0,0,0,0,
-14.0373,0.334811,0,0,0,0,0,0,0,0,0,0,0,0,
-14.008,-7.82445,0,0,0,0,0,0,0,0,0,0,0,0,
-14.008,-1.06785,0,0,0,0,0,0,0,0,0,0,0,0,
-14.008,0.334811,0,0,0,0,0,0,0,0,0,0,0,0,
-13.9787,-7.78778,0,0,0,0,0,0,0,0,0,0,0,0,
-13.9787,-1.07702,0,0,0,0,0,0,0,0,0,0,0,0,
-13.9787,0.343979,0,0,0,0,0,0,0,0,0,0,0,0,
-13.9493,-7.76028,0,0,0,0,0,0,0,0,0,0,0,0,
-13.9493,-1.07702,0,0,0,0,0,0,0,0,0,0,0,0,
-13.9493,0.343979,0,0,0,0,0,0,0,0,0,0,0,0,
-13.92,-7.72361,0,0,0,0,0,0,0,0,0,0,0,0,
-13.92,-1.08618,0,0,0,0,0,0,0,0,0,0,0,0,
-13.92,0.343979,0,0,0,0,0,0,0,0,0,0,0,0,
-13.8907,-7.68694,0,0,0,0,0,0,0,0,0,0,0,0,
-13.8907,-1.08618,0,0,0,0,0,0,0,0,0,0,0,0,
-13.8907,0.343979,0,0,0,0,0,0,0,0,0,0,0,0,
-13.8613,-7.65027,0,0,0,0,0,0,0,0,0,0,0,0,
-13.8613,-1.09535,0,0,0,0,0,0,0,0,0,0,0,0,
-13.8613,0.343979,0,0,0,0,0,0,0,0,0,0,0,0,
-13.832,-7.62276,0,0,0,0,0,0,0,0,0,0,0,0,
-13.832,-1.09535,0,0,0,0,0,0,0,0,0,0,0,0,
-13.832,0.343979,0,0,0,0,0,0,0,0,0,0,0,0,
-13.8026,-7.58609,0,0,0,0,0,0,0,0,0,0,0,0,
-13.8026,-1.10452,0,0,0,0,0,0,0,0,0,0,0,0,
-13.8026,0.343979,0,0,0,0,0,0,0,0,0,0,0,0,
-13.7733,-7.54942,0,0,0,0,0,0,0,0,0,0,0,0,
-13.7733,-1.10452,0,0,0,0,0,0,0,0,0,0,0,0,
-13.7733,0.343979,0,0,0,0,0,0,0,0,0,0,0,0,
-13.744,-7.51275,0,0,0,0,0,0,0,0,0,0,0,0,
-13.744,-1.11369,0,0,0,0,0,0,0,0,0,0,0,0,
-13.744,0.343979,0,0,0,0,0,0,0,0,0,0,0,0,
-13.7146,-7.47608,0,0,0,0,0,0,0,0,0,0,0,0,
-13.7146,-1.11369,0,0,0,0,0,0,0,0,0,0,0,0,
-13.7146,0.343979,0,0,0,0,0,0,0,0,0,0,0,0,
-13.6853,-7.44858,0,0,0,0,0,0,0,0,0,0,0,0,
-13.6853,-1.12286,0,0,0,0,0,0,0,0,0,0,0,0,
-13.6853,0.343979,0,0,0,0,0,0,0,0,0,0,0,0,
-13.656,-7.41191,0,0,0,0,0,0,0,0,0,0,0,0,
-13.656,-1.13202,0,0,0,0,0,0,0,0,0,0,0,0,
-13.656,0.343979,0,0,0,0,0,0,0,0,0,0,0,0,
-13.6266,-7.37524,0,0,0,0,0,0,0,0,0,0,0,0,
-13.6266,-1.13202,0,0,0,0,0,0,0,0,0,0,0,0,
-13.6266,0.343979,0,0,0,0,0,0,0,0,0,0,0,0,
-13.5973,-7.33857,0,0,0,0,0,0,0,0,0,0,0,0,
