truetime,DMP:B,Gillespie:B
8.685,28.89544197,28
8.685094822,28.89544115,28
8.69,28.89539833,27.84241601
8.695,28.89535343,27.68178574
8.7,28.89530727,27.52115548
8.705,28.89525987,27.36052521
8.71,28.89521123,27.19989495
8.715,28.89516136,27.03926468
8.716222207,28.89514886,27
8.72,28.89511024,27
8.725,28.89505791,27
8.73,28.89500435,27
8.730538075,28.89499845,27
8.735,28.89494957,27
8.74,28.89489357,27
8.745,28.89483637,27
8.75,28.89477796,27
8.755,28.89471836,27
8.76,28.89465756,27
8.765,28.89459556,27
8.77,28.89453239,27
8.775,28.89446803,27
8.78,28.89440249,27
8.785,28.89433578,27
8.79,28.8942679,27
8.795,28.89419886,27
8.8,28.89412866,27
8.804349421,28.89406659,27
8.805,28.8940573,26.97849306
8.81,28.8939848,26.81320226
8.815,28.89391115,26.64791145
8.82,28.89383636,26.48262065
8.825,28.89376043,26.31732985
8.83,28.89368337,26.15203905
8.834599138,28.89361145,26
8.835,28.89360518,26
8.84,28.89352586,26
8.845,28.89344543,26
8.85,28.89336388,26
8.855,28.89328122,26
8.86,28.89319746,26
8.865,28.89311259,26
8.87,28.89302663,26
8.875,28.89293957,26
8.88,28.89285142,26
8.885,28.89276219,26
8.89,28.89267188,26
8.895,28.89258049,26
8.9,28.89248803,26
8.905,28.8923945,26
8.91,28.89229991,26
8.915,28.89220426,26
8.92,28.89210755,26
8.921285926,28.89208241,26
8.925,28.89200979,26
8.93,28.89191098,26
8.935,28.89181114,26
8.94,28.89171025,26
8.945,28.89160833,26
8.95,28.89150537,26
8.955,28.89140139,26
8.96,28.89129639,26
8.965,28.89119037,26
8.97,28.89108334,26
8.975,28.89097529,26
8.975874563,28.89095622,26
8.978704653,28.89089449,26
8.98,28.89086624,26
8.985,28.89075619,26
8.99,28.89064514,26
8.995,28.89053309,26
9,28.89042006,26
9.005,28.89030604,26
9.01,28.89019103,26
9.015,28.89007505,26
9.02,28.8899581,26
9.025,28.88984017,26
9.03,28.88972128,26
9.035,28.88960142,26
9.04,28.88948061,26
9.045,28.88935884,26
9.045112777,28.88935607,26
9.05,28.88923612,26
9.052109749,28.88918393,26
9.055,28.88911245,26.1049841
9.06,28.88898784,26.28660176
9.065,28.88886229,26.46821942
9.07,28.8887358,26.64983707
9.075,28.88860839,26.83145473
9.079640112,28.88848928,27
9.08,28.88848004,27
9.085,28.88835077,27
9.09,28.88822058,27
9.095,28.88808948,27
9.1,28.88795746,27
9.105,28.88782453,27
9.11,28.8876907,27
9.115,28.88755596,27
9.12,28.88742033,27
9.125,28.8872838,27
9.13,28.88714639,27
9.135,28.88700808,27
9.138483615,28.88691111,27
9.14,28.8868689,27.02373658
9.145,28.88672883,27.10200357
9.15,28.88658789,27.18027056
9.155,28.88644607,27.25853755
9.16,28.88630339,27.33680454
9.165,28.88615984,27.41507153
9.17,28.88601544,27.49333852
9.175,28.88587017,27.57160551
9.18,28.88572405,27.6498725
9.185,28.88557708,27.72813949
9.19,28.88542926,27.80640648
9.195,28.8852806,27.88467346
9.2,28.8851311,27.96294045
9.202367508,28.88505991,28
9.205,28.88498076,28
9.209733465,28.88483765,28
9.21,28.88482959,28.014173
9.215,28.88467759,28.28004808
9.22,28.88452476,28.54592316
9.225,28.88437111,28.81179823
9.228539289,28.88426177,29
9.23,28.88421665,29.05621239
9.235,28.88406137,29.24862694
9.24,28.88390527,29.44104148
9.245,28.88374837,29.63345602
9.25,28.88359066,29.82587057
9.254524851,28.88344722,30
9.255,28.88343215,30
9.26,28.88327285,30
9.265,28.88311275,30
9.27,28.88295185,30
9.275,28.88279017,30
9.279280566,28.88265109,30
9.28,28.88262771,30.02051961
9.285,28.88246446,30.16312897
9.29,28.88230044,30.30573834
9.295,28.88213564,30.4483477
9.3,28.88197007,30.59095707
9.305,28.88180374,30.73356644
9.31,28.88163663,30.8761758
9.314341377,28.88149088,31
9.315,28.88146877,30.99387086
9.32,28.88130015,30.94734096
9.325,28.88113078,30.90081105
9.33,28.88096065,30.85428115
9.335,28.88078978,30.80775124
9.34,28.88061816,30.76122134
9.345,28.8804458,30.71469143
9.35,28.8802727,30.66816152
9.355,28.88009887,30.62163162
9.36,28.8799243,30.57510171
9.365,28.87974901,30.52857181
9.37,28.87957299,30.4820419
9.375,28.87939625,30.435512
9.38,28.87921879,30.38898209
9.385,28.87904062,30.34245219
9.39,28.87886173,30.29592228
9.395,28.87868213,30.24939237
9.4,28.87850183,30.20286247
9.405,28.87832082,30.15633256
9.41,28.87813912,30.10980266
9.415,28.87795671,30.06327275
9.42,28.87777362,30.01674285
9.421799149,28.87770748,30
9.425,28.87758983,30
9.43,28.87740535,30
9.435,28.87722019,30
9.435625001,28.87719696,30
9.44,28.87703435,30
9.445,28.87684783,30
9.447930114,28.87673813,30
9.45,28.87666064,30.11210563
9.455,28.87647277,30.38290712
9.46,28.87628424,30.6537086
9.465,28.87609503,30.92451009
9.466393824,28.87604211,31
9.47,28.87590517,31.32886795
9.475,28.87571464,31.78484671
9.477359247,28.87562443,32
9.48,28.87552346,32.71036303
9.481076717,28.87548215,33
9.485,28.87533163,32.05116895
9.485211576,28.87532348,32
9.49,28.87513914,31.60988355
9.495,28.874946,31.20252981
9.49748592,28.87484966,31
9.5,28.87475222,30.69345055
9.505,28.8745578,30.08378516
9.50568714,28.87453099,30
9.51,28.87436274,30
9.515,28.87416704,30
9.52,28.87397071,30
9.525,28.87377374,30
9.53,28.87357615,30
9.535,28.87337794,30
9.54,28.8731791,30
9.545,28.87297965,30
9.55,28.87277958,30
9.555,28.87257889,30
9.56,28.8723776,30
9.565,28.8721757,30
9.56872622,28.87202478,30
9.57,28.87197319,30
9.575,28.87177008,30
9.58,28.87156637,30
9.585,28.87136207,30
9.59,28.87115718,30
9.595,28.87095169,30
9.6,28.87074561,30
9.603750049,28.87059062,30
9.604184687,28.87057265,30
9.605,28.87053896,30.0130517
9.61,28.87033171,30.0930927
9.615,28.87012389,30.1731337
9.62,28.8699155,30.2531747
9.625,28.86970652,30.3332157
9.63,28.86949698,30.4132567
9.635,28.86928687,30.4932977
9.64,28.8690762,30.57333869
9.645,28.86886496,30.65337969
9.65,28.86865316,30.73342069
9.655,28.8684408,30.81346169
9.66,28.86822789,30.89350269
9.665,28.86801443,30.97354369
9.666652672,28.86794369,31
9.67,28.86780041,30.81962243
9.675,28.86758585,30.55018726
9.68,28.86737075,30.28075208
9.685,28.8671551,30.0113169
9.685210011,28.86714602,30
9.689604388,28.86695603,29
9.69,28.86693892,29.01114065
9.695,28.8667222,29.15194348
9.7,28.86650495,29.29274631
9.705,28.86628716,29.43354914
9.71,28.86606885,29.57435197
9.715,28.86585001,29.7151548
9.72,28.86563065,29.85595763
9.725,28.86541077,29.99676046
9.725115038,28.8654057,30
9.73,28.86519037,30
9.735,28.86496945,30
9.739955563,28.86474999,30
9.74,28.86474802,30
9.745,28.86452609,30
9.75,28.86430364,30
9.755,28.86408069,30
9.76,28.86385724,30
9.765,28.86363328,30
9.77,28.86340883,30
9.775,28.86318388,30
9.778316658,28.86303434,30
9.78,28.86295845,30
9.785,28.86273252,30
9.79,28.8625061,30
9.793604596,28.86234252,30
9.795,28.8622792,30
9.8,28.86205181,30
9.805,28.86182395,30
9.81,28.86159561,30
9.815,28.86136679,30
9.816503315,28.86129785,30
9.82,28.8611375,30
9.825,28.86090774,30
9.83,28.86067751,30
9.83232605,28.86057019,30
9.835,28.86044682,29.97065702
9.84,28.86021567,29.9157888
9.845,28.85998405,29.86092059
9.85,28.85975197,29.80605237
9.855,28.85951944,29.75118415
9.86,28.85928646,29.69631593
9.865,28.85905302,29.64144772
9.87,28.85881914,29.5865795
9.875,28.85858481,29.53171128
9.88,28.85835003,29.47684306
9.885,28.85811481,29.42197484
9.89,28.85787916,29.36710663
9.895,28.85764307,29.31223841
9.9,28.85740654,29.25737019
9.905,28.85716958,29.20250197
9.91,28.85693219,29.14763376
9.915,28.85669437,29.09276554
9.92,28.85645613,29.03789732
9.923453485,28.85629128,29
9.925,28.85621746,29.16238323
9.93,28.85597837,29.68738071
9.932977341,28.85583576,30
9.935,28.85573887,30
9.939756291,28.85551064,30
9.94,28.85549895,30
9.945,28.85525861,30
9.95,28.85501786,30
9.955,28.85477671,30
9.96,28.85453514,30
9.965,28.85429317,30
9.96970605,28.85406505,30
9.97,28.8540508,30
9.975,28.85380803,30
9.98,28.85356485,30
9.985,28.85332129,30
9.99,28.85307733,30
9.995,28.85283297,30
10,28.85258823,30
10.005,28.8523431,30
10.01,28.85209758,30
10.015,28.85185168,30
10.02,28.8516054,30
10.025,28.85135874,30
10.03,28.85111171,30
10.035,28.8508643,30
10.04,28.85061652,30
10.04038938,28.85059719,30
10.045,28.85036836,30.15470877
10.05,28.85011984,30.32248314
10.055,28.84987096,30.49025751
10.06,28.84962171,30.65803188
10.065,28.84937209,30.82580625
10.07,28.84912212,30.99358062
10.07019131,28.84911254,31
10.075,28.84887179,31
10.08,28.84862111,31
10.08276647,28.84848221,31
10.085,28.84837007,31
10.09,28.84811868,31
10.095,28.84786694,31
10.1,28.84761485,31
10.105,28.84736242,31
10.11,28.84710964,31
10.115,28.84685653,31
10.12,28.84660307,31
10.125,28.84634928,31
10.13,28.84609515,31
10.1308736,28.84605069,31
10.135,28.84584069,30.91678568
10.14,28.8455859,30.81595406
10.145,28.84533078,30.71512245
10.15,28.84507533,30.61429083
10.155,28.84481955,30.51345922
10.16,28.84456346,30.4126276
10.165,28.84430704,30.31179598
10.17,28.8440503,30.21096437
10.175,28.84379325,30.11013275
10.18,28.84353588,30.00930114
10.18046122,28.84351211,30
10.185,28.8432782,30.39936988
10.19,28.8430202,30.83932289
10.19182607,28.84292587,31
10.195,28.8427619,31
10.2,28.84250329,31
10.20408853,28.84229157,31
10.205,28.84224437,30.85508327
10.21,28.84198515,30.06012177
10.21037814,28.84196552,30
10.21389838,28.8417828,30
10.215,28.84172563,30
10.22,28.8414658,30
10.225,28.84120568,30
10.23,28.84094527,30
10.235,28.84068456,30
10.24,28.84042355,30
10.245,28.84016226,30
10.25,28.83990068,30
10.255,28.83963881,30
10.26,28.83937665,30
10.265,28.83911422,30
10.27,28.8388515,30
10.275,28.8385885,30
10.28,28.83832522,30
10.285,28.83806167,30
10.29,28.83779785,30
10.295,28.83753375,30
10.3,28.83726939,30
10.305,28.83700475,30
10.31,28.83673985,30
10.315,28.83647468,30
10.32,28.83620925,30
10.325,28.83594356,30
10.33,28.83567761,30
10.335,28.8354114,30
10.34,28.83514494,30
10.345,28.83487822,30
10.35,28.83461125,30
10.355,28.83434402,30
10.35880704,28.83414037,30
10.36,28.83407655,29.97621593
10.365,28.83380883,29.87653118
10.37,28.83354087,29.77684642
10.375,28.83327266,29.67716167
10.38,28.83300421,29.57747692
10.385,28.83273552,29.47779217
10.39,28.83246659,29.37810742
10.395,28.83219743,29.27842267
10.4,28.83192803,29.17873791
10.405,28.83165839,29.07905316
10.40896516,28.83144438,29
10.41,28.83138853,28.93499156
10.415,28.83111843,28.62089314
10.42,28.8308481,28.30679471
10.42488374,28.83058384,28
10.425,28.83057755,28
10.43,28.83030677,28
10.435,28.83003577,28
10.44,28.82976455,28
10.445,28.82949311,28
10.45,28.82922145,28
10.455,28.82894957,28
10.45517853,28.82893985,28
10.45544889,28.82892514,27
10.46,28.82867747,27
10.46185925,28.82857622,27
10.465,28.82840517,26.77360243
10.47,28.82813265,26.41318269
10.475,28.82785992,26.05276295
10.47573197,28.82781996,26
10.48,28.82758698,25.82577952
10.485,28.82731383,25.62168034
10.49,28.82704048,25.41758116
10.495,28.82676692,25.21348198
10.5,28.82649317,25.0093828
10.50022986,28.82648057,25
10.505,28.82621921,24.87403112
10.51,28.82594505,24.74199218
10.515,28.82567069,24.60995324
10.52,28.82539614,24.4779143
10.525,28.82512139,24.34587536
10.53,28.82484645,24.21383642
10.535,28.82457132,24.08179748
10.53809748,28.82440076,24
10.54,28.824296,24
10.545,28.82402049,24
10.55,28.82374479,24
10.555,28.82346891,24
10.56,28.82319284,24
10.565,28.8229166,24
10.57,28.82264017,24
10.575,28.82236356,24
10.58,28.82208677,24
10.585,28.82180981,24
10.59,28.82153267,24
10.595,28.82125536,24
10.6,28.82097788,24
10.605,28.82070023,24
10.61,28.82042241,24
10.61029461,28.82040603,24
10.615,28.82014442,24
10.62,28.81986627,24
10.625,28.81958795,24
10.63,28.81930947,24
10.635,28.81903082,24
10.64,28.81875202,24
10.645,28.81847306,24
10.65,28.81819394,24
10.655,28.81791467,24
10.66,28.81763524,24
10.665,28.81735566,24
10.67,28.81707593,24
10.675,28.81679604,24
10.68,28.81651601,24
10.685,28.81623583,24
10.69,28.81595551,24
10.695,28.81567504,24
10.7,28.81539443,24
10.705,28.81511368,24
10.71,28.81483278,24
10.715,28.81455175,24
10.72,28.81427058,24
10.725,28.81398928,24
10.73,28.81370784,24
10.735,28.81342626,24
10.74,28.81314456,24
10.745,28.81286272,24
10.75,28.81258075,24
10.755,28.81229866,24
10.76,28.81201644,24
10.765,28.8117341,24
10.77,28.81145163,24
10.775,28.81116903,24
10.78,28.81088632,24
10.785,28.81060349,24
10.78735854,28.81047002,24
10.79,28.81032053,24
10.795,28.81003747,24
10.8,28.80975428,24
10.805,28.80947098,24
10.81,28.80918757,24
10.81104933,28.80912806,24
10.81286603,28.80902505,24
10.815,28.80890404,24
10.82,28.8086204,24
10.825,28.80833666,24
10.83,28.8080528,24
10.835,28.80776884,24
10.84,28.80748477,24
10.84471143,28.807217,24
10.845,28.8072006,24
10.84915281,28.80696449,24
10.85,28.80691632,24
10.855,28.80663195,24
10.86,28.80634747,24
10.865,28.80606289,24
10.87,28.80577821,24
10.875,28.80549344,24
10.88,28.80520857,24
10.88359595,28.80500363,24
10.88449955,28.80495213,24
10.885,28.80492361,24
10.89,28.80463855,24
10.89410515,28.80440443,24
10.895,28.8043534,23.97478622
10.9,28.80406816,23.83390295
10.905,28.80378283,23.69301967
10.91,28.80349741,23.5521364
10.915,28.80321191,23.41125313
10.92,28.80292631,23.27036985
10.925,28.80264064,23.12948658
10.92959553,28.80237799,23
10.93,28.80235488,23
10.935,28.80206903,23
10.94,28.80178311,23
10.945,28.80149711,23
10.95,28.80121102,23
10.955,28.80092486,23
10.96,28.80063862,23
10.965,28.80035231,23
10.97,28.80006592,23
10.975,28.79977946,23
10.98,28.79949293,23
10.985,28.79920632,23
10.99,28.79891965,23
10.995,28.79863291,23
11,28.7983461,23
11.005,28.79805922,23
11.01,28.79777228,23
11.015,28.79748528,23
11.02,28.79719821,23
11.025,28.79691108,23
11.02910369,28.79667537,23
11.03,28.79662389,23
11.035,28.79633664,23
11.04,28.79604933,23
11.045,28.79576196,23
11.05,28.79547454,23
11.055,28.79518706,23
11.06,28.79489953,23
11.065,28.79461195,23
11.07,28.79432431,23
11.075,28.79403662,23
11.07786438,28.79387178,23
11.08,28.79374888,23
11.085,28.7934611,23
11.09,28.79317326,23
11.095,28.79288538,23
11.1,28.79259746,23
11.105,28.79230949,23
11.11,28.79202147,23
11.115,28.79173342,23
11.12,28.79144532,23
11.125,28.79115718,23
11.13,28.790869,23
11.135,28.79058079,23
11.14,28.79029253,23
11.145,28.79000425,23
11.15,28.78971592,23
11.155,28.78942756,23
11.16,28.78913917,23
11.165,28.78885075,23
11.17,28.78856229,23
11.175,28.78827381,23
11.18,28.7879853,23
11.185,28.78769675,23
11.19,28.78740818,23
11.195,28.78711959,23
11.2,28.78683097,23
11.205,28.78654232,23
11.20684592,28.78643575,23
11.21,28.78625366,23
11.215,28.78596497,23
11.2172095,28.78583739,23
11.22,28.78567626,23.28847787
11.225,28.78538753,23.805371
11.22688268,28.7852788,24
11.23,28.78509878,24
11.235,28.78481001,24
11.24,28.78452122,24
11.245,28.78423242,24
11.25,28.7839436,24
11.255,28.78365477,24
11.25547008,28.78362761,24
11.26,28.78336592,24
11.265,28.78307706,24
11.27,28.78278819,24
11.275,28.78249931,24
11.28,28.78221042,24
11.285,28.78192152,24
11.29,28.78163261,24
11.295,28.7813437,24
11.3,28.78105478,24
11.305,28.78076585,24
11.31,28.78047692,24
11.315,28.78018799,24
11.32,28.77989905,24
11.325,28.77961011,24
11.33,28.77932117,24
11.335,28.77903224,24
11.33760582,28.77888165,24
11.34,28.7787433,24.10668654
11.345,28.77845436,24.32949013
11.35,28.77816543,24.55229371
11.355,28.7778765,24.7750973
11.36,28.77758758,24.99790089
11.36004711,28.77758486,25
11.365,28.77729866,25.23130318
11.37,28.77700975,25.46480629
11.375,28.77672084,25.69830939
11.38,28.77643195,25.93181249
11.3814601,28.77634759,26
11.38491378,28.77614804,26
11.385,28.77614306,25.99938088
11.39,28.77585418,25.9634794
11.395,28.77556531,25.92757792
11.4,28.77527646,25.89167645
11.405,28.77498761,25.85577497
11.41,28.77469878,25.81987349
11.415,28.77440997,25.78397201
11.42,28.77412117,25.74807053
11.425,28.77383238,25.71216905
11.43,28.77354361,25.67626757
11.435,28.77325486,25.64036609
11.44,28.77296613,25.60446461
11.445,28.77267742,25.56856313
11.45,28.77238872,25.53266165
11.455,28.77210005,25.49676018
11.46,28.7718114,25.4608587
11.465,28.77152277,25.42495722
11.47,28.77123416,25.38905574
11.475,28.77094558,25.35315426
11.48,28.77065702,25.31725278
11.485,28.77036849,25.2813513
11.49,28.77007999,25.24544982
11.495,28.76979151,25.20954834
11.5,28.76950306,25.17364686
11.505,28.76921464,25.13774538
11.51,28.76892625,25.10184391
11.515,28.76863788,25.06594243
11.52,28.76834955,25.03004095
11.5241838,28.76810832,25
11.525,28.76806126,25.44065736
11.52603603,28.76800153,26
11.53,28.76777299,26
11.53372233,28.76755841,26
11.535,28.76748476,26
11.54,28.76719656,26
11.545,28.7669084,26
11.55,28.76662027,26
11.555,28.76633218,26
11.56,28.76604412,26
11.565,28.76575611,26
11.57,28.76546813,26
11.575,28.76518019,26
11.58,28.7648923,26
11.585,28.76460444,26
11.59,28.76431663,26
11.595,28.76402885,26
11.6,28.76374113,26
11.605,28.76345344,26
11.61,28.7631658,26
11.61108693,28.76310328,26
11.615,28.76287821,26
11.62,28.76259066,26
11.6212199,28.76252051,26
11.625,28.76230316,26
11.63,28.7620157,26
11.635,28.76172829,26
11.64,28.76144094,26
11.645,28.76115363,26
11.65,28.76086637,26
11.655,28.76057917,26
11.65850035,28.76037814,26
11.66,28.76029201,26.03514885
11.665,28.76000491,26.15233873
11.67,28.75971786,26.26952861
11.675,28.75943087,26.38671849
11.68,28.75914393,26.50390836
11.685,28.75885704,26.62109824
11.69,28.75857022,26.73828812
11.695,28.75828344,26.855478
11.7,28.75799673,26.97266787
11.70116615,28.75792987,27
11.705,28.75771007,26.81489174
11.71,28.75742347,26.5734789
11.715,28.75713693,26.33206606
11.72,28.75685046,26.09065323
11.72187756,28.7567429,26
11.725,28.75656404,26
11.73,28.75627768,26
11.735,28.75599139,26
11.74,28.75570515,26
11.745,28.75541898,26
11.75,28.75513288,26
11.755,28.75484684,26
11.75533218,28.75482784,26
11.76,28.75456086,26
11.76387674,28.75433918,26
11.765,28.75427495,26.07280506
11.77,28.75398911,26.39688551
11.775,28.75370334,26.72096596
11.77930501,28.75345734,27
11.78,28.75341763,27.03067091
11.785,28.75313199,27.25132874
11.79,28.75284642,27.47198657
11.795,28.75256092,27.69264439
11.8,28.75227549,27.91330222
11.80196453,28.75216337,28
11.805,28.75199013,28
11.81,28.75170484,28
11.815,28.75141963,28
11.82,28.75113448,28
11.825,28.75084942,28
11.83,28.75056442,28
11.835,28.7502795,28
11.84,28.74999466,28
11.845,28.74970989,28
11.85,28.74942519,28
11.855,28.74914058,28
11.86,28.74885604,28
11.865,28.74857158,28
11.87,28.7482872,28
11.875,28.7480029,28
11.87533448,28.74798389,28
11.88,28.74771868,28
11.88490326,28.74744004,28
11.885,28.74743454,28.00894692
11.89,28.74715048,28.47136541
11.895,28.7468665,28.9337839
11.89571598,28.74682585,29
11.9,28.74658261,29
11.905,28.74629879,29
11.91,28.74601507,29
11.915,28.74573142,29
11.92,28.74544786,29
11.925,28.74516439,29
11.93,28.744881,29
11.93080994,28.74483511,29
11.93446382,28.74462808,30
11.935,28.7445977,30
11.94,28.74431448,30
11.945,28.74403135,30
11.95,28.74374831,30
11.955,28.74346536,30
11.96,28.7431825,30
11.965,28.74289973,30
11.97,28.74261705,30
11.975,28.74233446,30
11.98,28.74205196,30
11.985,28.74176955,30
11.99,28.74148723,30
11.995,28.74120501,30
12,28.74092288,30
12.00009351,28.74091761,30
12.005,28.74064085,30
12.01,28.74035891,30
12.015,28.74007706,30
12.02,28.73979531,30
12.02303127,28.73962456,30
12.025,28.73951366,30
12.03,28.7392321,30
12.035,28.73895064,30
12.04,28.73866928,30
12.045,28.73838801,30
12.05,28.73810685,30
12.055,28.73782578,30
12.05692574,28.73771757,30
12.06,28.73754482,30
12.065,28.73726395,30
12.07,28.73698318,30
12.075,28.73670252,30
12.07861989,28.7364994,30
12.07924831,28.73646414,29
12.08,28.73642196,29
12.085,28.7361415,29
12.09,28.73586114,29
12.095,28.73558089,29
12.1,28.73530073,29
12.10183231,28.73519811,29
12.105,28.73502069,28.91143223
12.11,28.73474075,28.77163354
12.115,28.73446091,28.63183484
12.12,28.73418118,28.49203615
12.125,28.73390155,28.35223746
12.13,28.73362204,28.21243877
12.135,28.73334262,28.07264007
12.13759802,28.7331975,28
12.14,28.73306332,28
12.145,28.73278412,28
12.15,28.73250504,28
12.155,28.73222606,28
12.16,28.73194719,28
12.16379484,28.73173562,28
12.165,28.73166843,28
12.17,28.73138978,28
12.17111927,28.73132743,28
12.17239069,28.7312566,27
12.175,28.73111124,27
12.18,28.73083282,27
12.18270228,28.7306824,27
12.185,28.7305545,26.93903747
12.19,28.7302763,26.80637886
12.195,28.72999821,26.67372024
12.2,28.72972023,26.54106162
12.205,28.72944237,26.40840301
12.21,28.72916462,26.27574439
12.215,28.72888698,26.14308577
12.22,28.72860946,26.01042715
12.22039301,28.72858766,26
12.225,28.72833206,26
12.23,28.72805477,26
12.235,28.7277776,26
12.23756114,28.72763568,26
12.24,28.72750054,26
12.245,28.7272236,26
12.25,28.72694678,26
12.255,28.72667007,26
12.25601166,28.72661411,26
12.26,28.72639349,26
12.265,28.72611702,26
12.27,28.72584067,26
12.275,28.72556444,26
12.28,28.72528833,26
12.285,28.72501235,26
12.28518868,28.72500194,26
12.28641287,28.72493439,27
12.29,28.72473648,27
12.295,28.72446073,27
12.3,28.72418511,27
12.305,28.72390961,27
12.31,28.72363423,27
12.31436752,28.72339379,27
12.315,28.72335897,27
12.31745902,28.72322366,27
12.32,28.72308383,27
12.325,28.72280882,27
12.33,28.72253394,27
12.335,28.72225918,27
12.34,28.72198454,27
12.345,28.72171003,27
12.35,28.72143564,27
12.355,28.72116138,27
12.36,28.72088725,27
12.365,28.72061324,27
12.37,28.72033936,27
12.375,28.72006561,27
12.38,28.71979198,27
12.38147022,28.71971156,27
12.385,28.71951849,27.03997365
12.39,28.71924512,27.09659707
12.395,28.71897188,27.15322048
12.4,28.71869877,27.20984389
12.405,28.7184258,27.2664673
12.41,28.71815295,27.32309071
12.415,28.71788023,27.37971412
12.42,28.71760764,27.43633753
12.425,28.71733519,27.49296094
12.43,28.71706286,27.54958436
12.435,28.71679067,27.60620777
12.44,28.71651861,27.66283118
12.445,28.71624668,27.71945459
12.45,28.71597489,27.776078
12.455,28.71570323,27.83270141
12.46,28.7154317,27.88932482
12.465,28.71516031,27.94594823
12.46977292,28.71490137,28
12.47,28.71488905,28
12.475,28.71461793,28
12.48,28.71434694,28
12.48317856,28.71417476,28
12.485,28.71407609,27.94797396
12.49,28.71380537,27.80515845
12.495,28.71353479,27.66234294
12.50001,28.71326381,27.51924179
12.50501,28.7129935,27.37642628
12.51001,28.71272333,27.23361077
12.51501,28.7124533,27.09079526
12.51818876,28.71228171,27
12.52001,28.7121834,27
12.52501,28.71191365,27
12.53001,28.71164403,27
12.53501,28.71137455,27
12.53947093,28.71113425,27
12.54001,28.71110522,26.97052671
12.54501,28.71083602,26.69715683
12.55001,28.71056696,26.42378694
12.55501,28.71029804,26.15041705
12.55776116,28.71015015,26
12.56001,28.71002926,26
12.56501,28.70976062,26
12.56582398,28.70971691,26
12.57001,28.70949212,26.49917895
12.57420979,28.70926672,27
12.57501,28.70922377,27.07388057
12.58001,28.70895556,27.53551469
12.58501,28.70868748,27.99714882
12.58504088,28.70868583,28
12.59001,28.70841956,28
12.59501,28.70815177,28
12.60001,28.70788413,28
12.6040899,28.70766585,28
12.60501,28.70761663,28.2174328
12.60832155,28.70743955,29
12.61001,28.70734927,28.78210722
12.61501,28.70708206,28.13686044
12.61607053,28.70702541,28
12.62001,28.70681499,28
12.62501,28.70654807,28
12.62671382,28.70645716,28
12.63001,28.70628129,28
12.63328147,28.70610683,28
12.63501,28.70601466,28
12.64001,28.70574817,28
12.64257399,28.70561159,28
12.64501,28.70548183,28
12.65001,28.70521563,28
12.65501,28.70494958,28
12.65901365,28.70473666,28
12.66001,28.70468368,27.97745178
12.66501,28.70441792,27.86429718
12.67001,28.70415231,27.75114257
12.67501,28.70388685,27.63798797
12.68001,28.70362153,27.52483337
12.68501,28.70335637,27.41167876
12.69001,28.70309135,27.29852416
12.69501,28.70282648,27.18536956
12.70001,28.70256176,27.07221495
12.70320099,28.70239291,27
12.70501,28.70229719,27
12.71001,28.70203277,27
12.71501,28.7017685,27
12.72001,28.70150437,27
12.72501,28.7012404,27
12.73001,28.70097658,27
12.73501,28.70071291,27
12.74001,28.70044939,27
12.74501,28.70018602,27
12.75001,28.69992281,27
12.75501,28.69965974,27
12.76001,28.69939683,27
12.76501,28.69913407,27
12.77001,28.69887146,27
12.77501,28.698609,27
12.78001,28.6983467,27
12.78501,28.69808455,27
12.79001,28.69782256,27
12.79501,28.69756072,27
12.80001,28.69729903,27
12.80501,28.6970375,27
12.80578623,28.69699692,27
12.81001,28.69677612,27
12.81501,28.6965149,27
12.82001,28.69625383,27
12.82022892,28.6962424,27
12.82501,28.69599292,27
12.83001,28.69573216,27
12.83501,28.69547156,27
12.83892883,28.69526743,27
12.84001,28.69521111,27.03279948
12.84501,28.69495082,27.18448395
12.85001,28.69469069,27.33616841
12.85501,28.69443071,27.48785288
12.86001,28.69417089,27.63953735
12.86501,28.69391123,27.79122182
12.87001,28.69365173,27.94290629
12.87189199,28.69355411,28
12.87501,28.69339238,28
12.88001,28.69313319,28
12.88501,28.69287416,28
12.88504258,28.69287248,28
12.89001,28.69261529,27.73360268
12.89501,28.69235658,27.46545821
12.90001,28.69209802,27.19731374
12.90368924,28.69190788,27
12.90501,28.69183963,27
12.91001,28.69158139,27
12.91501,28.69132331,27
12.92001,28.6910654,27
12.92501,28.69080764,27
12.93001,28.69055004,27
12.93501,28.6902926,27
12.94001,28.69003533,27
12.94501,28.68977821,27
12.95001,28.68952126,27
12.95178112,28.68943029,27
12.95501,28.68926446,27
12.96001,28.68900783,27
12.96501,28.68875136,27
12.97001,28.68849505,27
12.97501,28.6882389,27
12.97785007,28.6880935,27
12.98001,28.68798292,27
12.98501,28.6877271,27
12.99001,28.68747144,27
12.99501,28.68721594,27
13.00001,28.68696061,27
13.00501,28.68670544,27
13.01001,28.68645043,27
13.01501,28.68619558,27
13.01991325,28.68594583,27
13.02001,28.6859409,27.00223725
13.02501,28.68568639,27.11785403
13.03001,28.68543203,27.2334708
13.03501,28.68517785,27.34908758
13.04001,28.68492382,27.46470435
13.04501,28.68466996,27.58032113
13.05001,28.68441627,27.6959379
13.05501,28.68416274,27.81155468
13.06001,28.68390938,27.92717145
13.06315957,28.68374989,28
13.06501,28.68365618,28
13.07001,28.68340315,28
13.07501,28.68315028,28
13.08001,28.68289758,28
13.08501,28.68264505,28
13.09001,28.68239268,28
